,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,ChurnLabel,ChurnScore,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge,TenureMonths,AvgCharge,TotalCharge,TotalRevenue,MonthRoamCharge,AvgExtraDataCharge,AvgRevenue
1591,0,45,40대,0,0,0,0,0,0,0,0,0,0,1,3,1,76,2570,3,0,52880,105880,2,50866.66666666666,152600,258480,52940,0,129240
1592,0,40,40대,0,0,0,0,0,1,0,0,0,0,1,24,0,60,3026,5,0,29040,232550,20,79695.0,1593900,1826450,11627,0,91322
1593,0,78,70대,0,0,0,0,0,0,1,1,0,0,0,19,0,35,5527,3,45200,29610,1035870,47,107772.34042553192,5065300,6146370,22039,961,130773
1594,0,76,70대,1,0,0,1,9,1,0,0,1,0,1,7,0,69,4073,5,0,9720,630990,77,122049.35064935064,9397800,10028790,8194,0,130244
1595,1,61,60대,1,1,1,1,7,1,1,1,1,1,0,16,0,65,6221,3,146900,7120,482510,80,99608.75,7968700,8598110,6031,1836,107476
1596,0,61,60대,0,0,0,0,0,1,0,0,1,0,1,12,1,72,3420,2,0,44410,266570,6,98900.0,692300,958870,44428,0,159811
1597,0,31,30대,0,0,0,0,0,1,1,0,1,0,1,22,0,50,5316,4,0,24970,1150340,58,112060.3448275862,6499500,7649840,19833,0,131893
1598,1,63,60대,1,0,0,1,10,0,0,1,1,1,1,25,0,67,4761,4,0,45880,3302430,84,134725.0,11316900,14619330,39314,0,174039
1599,1,41,40대,0,0,0,0,0,1,0,0,0,0,1,15,1,91,5600,3,0,36840,2282600,62,116533.33333333331,7341600,9624200,36816,0,155229
1600,1,65,60대,0,0,0,0,0,0,2,0,0,0,0,0,0,71,4947,3,0,4630,175600,50,23768.0,1188400,1364000,3512,0,27280
1601,0,22,20대,0,0,0,0,0,1,2,0,0,0,1,73,1,80,5094,1,0,16500,16500,1,70150.0,140300,156800,16500,0,156800
1602,1,20,20대,0,0,0,0,0,1,0,0,0,1,1,73,0,68,6460,4,0,40230,2329950,70,112895.71428571428,7902700,10232650,33285,0,146180
1603,0,46,40대,0,0,0,0,0,1,1,0,0,0,0,0,0,51,2185,4,0,35710,607040,29,23934.48275862069,694100,1301140,20932,0,44866
1604,1,74,70대,1,0,0,1,3,1,0,1,1,1,1,25,0,26,4796,3,0,32430,2336610,84,133720.2380952381,11232500,13569110,27816,0,161537
1605,0,25,20대,1,0,0,1,6,1,0,0,0,1,1,58,0,27,4706,4,0,16160,809080,62,81162.90322580645,5032100,5841180,13049,0,94212
1606,0,40,40대,0,1,1,0,0,0,0,1,0,0,1,27,1,83,5858,1,0,29380,117750,4,58340.0,291700,409450,29437,0,102362
1607,1,40,40대,0,0,0,0,0,1,1,0,0,0,0,0,0,21,5575,3,0,17400,52090,15,22840.0,342600,394690,3472,0,26312
1608,0,67,60대,1,0,0,1,2,1,1,0,0,0,1,2,1,100,3443,1,0,30510,243970,8,97255.55555555556,875300,1119270,30496,0,139908
1609,1,77,70대,1,0,0,1,2,1,0,0,0,0,0,19,1,85,5101,2,101700,42830,556190,13,80642.85714285714,1129000,1786890,42783,7823,137453
1610,0,57,50대,1,1,3,1,1,0,1,0,0,0,0,0,0,25,5011,5,0,46220,2544420,67,24062.68656716418,1612200,4156620,37976,0,62039
1611,1,30,30대,1,0,0,1,2,0,0,1,1,1,1,71,0,80,5054,3,0,25200,1791500,83,107054.21686746988,8885500,10677000,21584,0,128638
1612,1,48,40대,0,0,0,0,0,0,0,0,1,0,1,11,0,55,3364,5,0,10850,401830,49,92502.04081632652,4532600,4934430,8200,0,100702
1613,0,66,60대,1,0,0,1,1,1,0,0,1,1,1,29,1,93,3711,2,0,50850,2086660,41,131376.19047619047,5517800,7604460,50894,0,185474
1614,1,37,30대,1,1,3,1,1,1,0,1,0,1,1,52,0,67,5661,3,0,9490,521500,67,98277.6119402985,6584600,7106100,7783,0,106061
1615,1,25,20대,1,1,1,1,1,1,0,1,1,1,0,59,0,22,5024,4,22600,0,0,73,59679.45205479452,4356600,4379200,0,309,59989
1616,0,41,40대,1,1,3,1,1,1,1,0,1,1,1,24,0,63,4388,4,0,42600,1873430,56,71460.71428571429,4001800,5875230,33454,0,104914
1617,0,43,40대,1,0,0,1,1,1,0,1,1,0,1,26,1,97,4601,1,0,25650,1514090,59,128288.33333333331,7697300,9211390,25662,0,156125
1618,1,67,60대,0,0,0,0,0,1,0,0,0,0,1,4,1,92,3244,1,0,0,0,10,40745.454545454544,448200,448200,0,0,44820
1619,0,42,40대,0,1,2,0,0,0,2,0,0,0,0,0,0,77,3000,3,0,55940,111980,14,24435.714285714286,342100,454080,7998,0,32434
1620,1,58,50대,1,1,1,1,2,1,1,0,0,0,0,0,0,59,4681,3,0,54920,3072920,68,23739.70588235294,1614300,4687220,45190,0,68929
1621,0,29,20대,1,0,0,1,8,1,0,0,1,1,1,59,0,33,4394,4,0,12090,868970,84,128789.28571428572,10818300,11687270,10344,0,139134
1622,0,79,70대,0,0,0,0,0,0,0,0,0,1,1,2,0,60,4182,5,0,31300,31300,13,85023.07692307692,1105300,1136600,2407,0,87430
1623,0,74,70대,1,0,0,1,4,1,1,0,0,0,0,0,0,42,4975,5,0,2150,94020,56,22803.571428571428,1277000,1371020,1678,0,24482
1624,0,24,20대,0,0,0,0,0,0,1,0,0,0,0,0,0,62,3926,3,0,22940,229280,22,22640.90909090909,498100,727380,10421,0,33062
1625,0,52,50대,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4790,5,0,3840,279110,84,23342.85714285714,1960800,2239910,3322,0,26665
1626,0,32,30대,0,0,0,0,0,1,2,1,1,0,1,30,0,20,4621,4,0,13110,862190,78,64510.256410256414,5031800,5893990,11053,0,75563
1627,0,44,40대,1,0,0,1,1,1,0,0,0,0,1,23,1,66,4766,1,0,39100,938920,24,118852.0,2971300,3910220,39121,0,162925
1628,0,43,40대,0,0,0,0,0,1,1,0,0,0,1,2,0,36,2269,3,0,39320,707380,30,106060.0,3181800,3889180,23579,0,129639
1629,0,62,60대,0,0,0,0,0,1,0,1,0,0,1,7,1,71,2445,1,0,8250,181030,22,63760.86956521739,1466500,1647530,8228,0,74887
1630,1,45,40대,1,0,0,1,7,1,1,1,0,0,1,13,0,26,5038,4,0,1470,91870,76,109960.52631578948,8357000,8448870,1208,0,111169
1631,1,53,50대,1,1,1,1,4,0,0,0,1,0,0,19,0,25,3288,4,56500,0,0,34,47117.64705882353,1602000,1658500,0,1661,48779
1632,0,79,70대,1,0,0,1,7,1,0,0,1,0,1,24,0,40,5469,4,0,5420,203970,50,122228.0,6111400,6315370,4079,0,126307
1633,0,31,30대,0,0,0,0,0,0,1,0,0,0,0,0,0,44,5064,3,0,8810,44300,17,22429.41176470588,381300,425600,2605,0,25035
1634,1,79,70대,0,0,0,0,0,1,0,0,1,0,1,29,1,83,3330,3,0,53560,321030,6,120871.42857142857,846100,1167130,53505,0,194521
1635,0,32,30대,0,0,0,0,0,1,0,0,0,0,1,7,1,78,4512,2,0,6440,6440,1,88600.0,177200,183640,6440,0,183640
1636,0,21,20대,0,0,0,1,5,0,1,0,1,0,1,30,0,59,5558,5,0,1470,25990,30,67463.33333333333,2023900,2049890,866,0,68329
1637,1,33,30대,0,0,0,0,0,0,0,0,0,1,1,17,0,27,5899,5,0,8360,92210,23,64708.69565217391,1488300,1580510,4009,0,68717
1638,0,79,70대,0,0,0,0,0,1,0,1,1,1,1,11,0,67,4494,3,0,32660,2186550,79,76484.81012658228,6042300,8228850,27677,0,104162
1639,0,76,70대,0,0,0,0,0,1,1,0,0,0,1,19,0,28,5269,4,0,43960,2941390,79,120678.48101265825,9533600,12474990,37232,0,157911
1640,1,70,70대,1,0,0,1,9,1,1,0,0,0,0,0,0,21,5079,3,0,9610,689980,84,29955.95238095238,2516300,3206280,8214,0,38170
1641,1,26,20대,0,0,0,0,0,0,1,1,0,0,1,69,0,66,4995,4,0,54240,2550860,59,89115.25423728813,5257800,7808660,43234,0,132350
1642,1,68,60대,0,0,0,0,0,0,1,0,1,1,1,2,0,47,4277,5,0,51300,2772120,66,84366.66666666667,5568200,8340320,42001,0,126368
1643,1,67,60대,1,0,0,1,1,1,0,0,1,0,1,27,1,97,2709,3,0,34580,415390,12,114192.30769230767,1484500,1899890,34615,0,158324
1644,1,30,30대,0,0,0,0,0,1,1,1,0,0,1,48,0,35,3727,3,0,27350,848070,43,98339.53488372092,4228600,5076670,19722,0,118062
1645,1,30,30대,0,0,0,0,0,0,0,1,0,0,0,52,0,24,4171,4,101700,46330,509180,23,75991.30434782608,1747800,2358680,22138,4421,102551
1646,1,72,70대,0,0,0,0,0,1,0,1,1,0,0,6,1,90,4272,1,90400,0,0,40,65570.73170731707,2688400,2778800,0,2260,69470
1647,0,65,60대,1,1,1,1,8,1,1,0,0,0,1,22,0,28,5193,5,0,32320,355950,23,86747.82608695653,1995200,2351150,15476,0,102223
1648,0,33,30대,0,0,0,0,0,1,0,0,0,0,1,25,1,73,2810,2,0,3730,18420,5,106900.0,641400,659820,3684,0,131964
1649,0,31,30대,0,0,0,0,0,1,1,0,0,0,0,0,0,33,4441,5,0,11530,11530,13,22315.384615384617,290100,301630,886,0,23202
1650,1,50,50대,1,1,3,1,7,0,0,0,0,0,0,0,0,30,4910,5,0,8250,165210,32,23293.75,745400,910610,5162,0,28456
1651,0,58,50대,1,1,3,1,6,0,1,0,0,0,0,0,0,38,4535,4,0,29610,236620,20,24290.0,485800,722420,11831,0,36121
1652,0,37,30대,0,0,0,0,0,1,2,0,0,1,1,21,0,64,3063,5,0,44750,44750,13,99207.69230769233,1289700,1334450,3442,0,102650
1653,1,72,70대,0,0,0,0,0,0,0,0,1,1,1,14,0,75,5388,5,0,50620,3645720,84,129514.28571428572,10879200,14524920,43401,0,172915
1654,0,39,30대,1,1,2,1,5,1,0,0,1,0,1,29,1,94,2283,2,0,47570,285330,6,104957.14285714286,734700,1020030,47555,0,170005
1655,0,76,70대,1,0,0,1,1,0,0,1,0,0,1,3,1,84,2837,1,0,3280,128820,40,119985.36585365854,4919400,5048220,3220,0,126205
1656,1,20,20대,0,0,0,1,5,1,1,0,0,1,1,48,0,61,2590,5,0,16390,377650,35,86997.14285714286,3044900,3422550,10790,0,97787
1657,0,36,30대,0,0,0,0,0,1,1,1,1,1,1,29,0,64,3597,3,0,3280,97290,42,110659.52380952382,4647700,4744990,2316,0,112975
1658,1,24,20대,0,0,0,0,0,1,1,0,0,0,1,42,0,46,5324,3,0,7910,229730,41,90751.21951219512,3720800,3950530,5603,0,96354
1659,0,21,20대,0,0,0,1,1,1,0,0,0,0,0,53,0,28,5905,4,22600,0,0,71,53388.7323943662,3790600,3813200,0,318,53707
1660,0,74,70대,1,0,0,1,1,1,0,1,0,0,1,18,1,71,4995,1,0,51750,2123720,41,97942.85714285714,4113600,6237320,51798,0,152129
1661,1,66,60대,1,0,0,1,5,1,0,0,1,0,1,28,0,23,6019,3,0,51300,2973600,70,116888.57142857143,8182200,11155800,42480,0,159368
1662,1,64,60대,1,0,0,1,8,1,1,0,0,0,0,0,0,59,4517,4,0,39780,39780,13,22992.30769230769,298900,338680,3060,0,26052
1663,0,40,40대,1,1,2,1,1,0,0,0,0,0,1,19,0,63,2114,5,0,29270,117070,16,53625.0,858000,975070,7316,0,60941
1664,1,62,60대,0,1,1,0,0,1,1,0,0,0,0,0,0,54,4673,4,0,36270,2209260,73,29457.534246575346,2150400,4359660,30263,0,59721
1665,0,41,40대,0,0,0,0,0,1,0,0,0,0,1,27,1,67,3156,1,0,30850,308260,10,82472.72727272728,907200,1215460,30826,0,121546
1666,1,22,20대,0,0,0,0,0,1,0,1,0,0,0,82,0,23,5531,3,79100,28590,1116330,51,57086.27450980392,2911400,4106830,21888,1550,80526
1667,1,45,40대,1,0,0,1,1,1,1,0,0,0,0,0,1,67,2687,3,0,34010,1053390,31,22446.875,718300,1771690,33980,0,57151
1668,1,36,30대,1,0,0,1,1,1,0,0,0,0,0,12,1,78,2643,2,11300,0,0,2,41900.0,125700,137000,0,5650,68500
1669,0,47,40대,1,0,0,1,1,1,1,0,0,1,1,6,0,34,5238,5,0,3500,109270,43,95044.18604651163,4086900,4196170,2541,0,97585
1670,0,44,40대,0,0,0,0,0,1,0,0,0,0,0,20,1,66,5605,2,11300,0,0,4,51560.0,257800,269100,0,2825,67275
1671,1,26,20대,0,0,0,0,0,1,0,1,0,0,1,85,0,44,4460,4,0,18980,625000,45,111126.66666666669,5000700,5625700,13888,0,125015
1672,1,52,50대,0,1,1,0,0,1,1,0,0,0,0,0,0,24,5602,3,0,36390,145320,16,23356.25,373700,519020,9082,0,32438
1673,1,26,20대,1,1,1,1,1,0,1,1,1,1,1,59,0,42,4343,4,0,22370,714500,44,85540.90909090909,3763800,4478300,16238,0,101779
1674,1,69,60대,1,0,0,1,8,1,1,0,1,1,1,2,0,80,5933,5,0,17970,1289560,84,129590.47619047618,10885600,12175160,15351,0,144942
1675,0,51,50대,0,0,0,0,0,0,0,0,0,0,1,8,0,34,2535,5,0,1130,12540,23,79452.17391304347,1827400,1839940,545,0,79997
1676,0,66,60대,1,0,0,1,1,0,0,0,0,0,1,2,0,38,5788,3,0,48140,1106950,35,102594.28571428572,3590800,4697750,31627,0,134221
1677,1,20,20대,0,0,0,0,0,1,0,1,1,1,1,26,1,80,3578,1,0,22940,137410,6,119142.85714285714,834000,971410,22901,0,161901
1678,1,76,70대,1,0,0,1,1,1,0,0,0,0,1,22,1,67,5948,2,0,14130,14130,1,78600.0,157200,171330,14130,0,171330
1679,0,24,20대,0,0,0,0,0,0,0,0,1,1,1,47,0,23,4999,5,0,11300,169050,27,113555.55555555556,3066000,3235050,6261,0,119816
1680,0,62,60대,1,0,0,1,1,0,1,0,0,0,0,0,0,24,4413,5,0,45200,3257680,84,30411.904761904763,2554600,5812280,38781,0,69193
1681,1,38,30대,1,1,3,1,5,0,0,0,0,0,0,0,0,32,5998,4,0,21360,745910,47,29014.89361702128,1363700,2109610,15870,0,44885
1682,0,46,40대,1,0,0,1,4,0,0,0,0,0,1,6,0,41,4322,4,0,11640,583650,62,64024.1935483871,3969500,4553150,9413,0,73437
1683,0,60,60대,0,0,0,0,0,1,0,0,0,0,0,23,1,92,4490,2,0,55370,55370,1,90400.0,180800,236170,55370,0,236170
1684,1,77,70대,0,0,0,0,0,1,1,0,0,0,1,25,1,65,3350,3,0,26560,53000,2,85633.33333333333,256900,309900,26500,0,154950
1685,1,20,20대,0,0,0,1,1,0,0,1,1,1,1,69,0,27,5468,3,0,36500,1496010,53,92783.01886792452,4917500,6413510,28226,0,121009
1686,0,74,70대,0,0,0,0,0,1,0,0,0,1,1,11,0,30,5322,4,0,0,0,45,65071.11111111111,2928200,2928200,0,0,65071
1687,0,30,30대,0,0,0,0,0,1,0,0,0,0,1,85,1,76,5274,1,0,35370,1342780,38,114546.15384615384,4467300,5810080,35336,0,152896
1688,0,80,80대,1,0,0,1,2,1,0,0,1,0,1,15,0,73,4040,4,0,25990,1556010,72,122812.5,8842500,10398510,21611,0,144423
1689,0,34,30대,1,1,1,1,2,1,1,0,0,1,1,25,0,40,2499,4,0,53220,1330580,37,65821.62162162163,2435400,3765980,35961,0,101783
1690,0,26,20대,1,0,0,1,9,0,1,1,1,1,1,59,0,48,5025,3,0,46440,3247060,82,118653.65853658535,9729600,12976660,39598,0,158251
1691,0,36,30대,1,0,0,1,6,1,0,1,0,1,1,9,0,77,4350,4,0,5200,311200,72,129112.5,9296100,9607300,4322,0,133434
1692,1,74,70대,1,0,0,1,2,0,0,0,0,1,1,23,0,34,2225,4,0,13900,473700,46,74030.43478260869,3405400,3879100,10297,0,84328
1693,1,26,20대,1,0,0,0,0,1,0,0,1,0,1,59,0,43,3291,3,0,44860,1210340,39,89182.05128205128,3478100,4688440,31034,0,120216
1694,1,60,60대,0,0,0,0,0,0,1,0,0,0,0,0,0,35,4192,3,0,53220,3191350,72,24254.166666666668,1746300,4937650,44324,0,68578
1695,0,66,60대,1,0,0,1,2,1,0,0,1,0,1,8,1,92,3266,1,0,1240,20230,17,87288.88888888889,1571200,1591430,1190,0,93613
1696,1,55,50대,1,0,0,1,2,1,0,0,0,0,1,17,1,100,4296,3,0,45770,3250900,71,111275.0,8011800,11262700,45787,0,158629
1697,0,38,30대,1,1,1,1,3,1,0,0,0,1,1,19,0,55,4478,3,0,47690,2667930,68,122129.41176470587,8304800,10972730,39234,0,161363
1698,0,46,40대,1,0,0,1,9,1,0,0,1,1,1,11,1,71,6295,3,0,30400,1856930,61,110504.83870967742,6851300,8708230,30441,0,142757
1699,0,59,50대,1,1,2,1,8,1,0,1,0,0,1,16,0,78,5825,4,0,0,0,27,36551.851851851854,986900,986900,0,0,36551
1700,1,21,20대,0,0,0,1,5,0,0,1,1,1,1,46,0,30,4858,3,0,0,0,82,76210.9756097561,6249300,6249300,0,0,76210
1701,1,29,20대,0,1,1,0,0,0,1,0,0,0,0,48,0,55,3065,5,79100,0,0,13,27746.153846153848,360700,439800,0,6084,33830
1702,0,29,20대,1,1,3,1,10,0,1,1,0,1,1,69,0,55,3764,4,0,50850,2133330,54,75205.55555555556,4061100,6194430,39506,0,114711
1703,1,58,50대,0,0,0,0,0,0,1,0,0,0,0,0,0,48,2732,5,0,43840,43840,13,21930.76923076923,285100,328940,3372,0,25303
1704,1,70,70대,0,0,0,0,0,1,0,0,0,0,1,22,0,72,5039,3,0,24750,49490,14,95628.57142857143,1338800,1388290,3535,0,99163
1705,0,26,20대,0,0,0,1,1,0,0,0,0,0,0,0,0,55,6317,3,0,24520,1767090,84,23764.285714285717,1996200,3763290,21036,0,44801
1706,0,28,20대,1,0,0,1,9,1,1,1,1,0,1,85,0,59,5211,5,0,11750,611100,64,89117.1875,5703500,6314600,9548,0,98665
1707,1,33,30대,1,1,2,1,1,0,0,1,1,0,1,11,0,21,5660,3,0,19210,1095650,69,62557.97101449275,4316500,5412150,15878,0,78436
1708,0,48,40대,0,0,0,0,0,0,1,0,0,0,0,0,0,71,4271,5,0,34580,241930,19,22026.315789473683,418500,660430,12733,0,34759
1709,0,51,50대,0,0,0,0,0,0,0,1,1,0,1,20,0,66,5022,4,0,45540,2137730,59,110264.40677966102,6505600,8643330,36232,0,146497
1710,1,22,20대,0,0,0,0,0,1,0,0,1,1,1,59,0,73,5742,5,0,30280,1970720,77,123929.87012987012,9542600,11513320,25593,0,149523
1711,1,26,20대,1,1,2,1,6,1,0,0,0,0,0,0,0,30,4152,5,0,20450,1475890,84,27530.95238095238,2312600,3788490,17570,0,45101
1712,0,45,40대,0,0,0,0,0,1,0,0,0,0,0,0,0,70,5987,4,0,42710,2903760,80,28632.5,2290600,5194360,36297,0,64929
1713,0,21,20대,0,0,0,0,0,1,2,0,0,0,0,0,1,67,3162,2,0,22940,22940,1,32700.0,65400,88340,22940,0,88340
1714,0,43,40대,0,0,0,0,0,1,0,0,0,0,1,15,1,92,5094,1,0,14690,58870,4,81100.0,405500,464370,14717,0,116092
1715,1,26,20대,1,0,0,1,1,1,0,0,0,0,1,27,1,92,4233,1,0,41020,1517250,37,117355.26315789472,4459500,5976750,41006,0,161533
1716,1,30,30대,0,0,0,0,0,1,0,0,0,0,0,0,0,45,5306,5,0,25760,1852520,84,24508.33333333333,2058700,3911220,22053,0,46562
1717,0,65,60대,1,0,0,1,1,1,1,0,0,0,1,22,0,60,3594,4,0,28480,1366280,60,105980.0,6358800,7725080,22771,0,128751
1718,1,25,20대,1,0,0,1,1,1,0,0,0,0,1,73,1,65,5672,2,0,10170,70850,7,82912.5,663300,734150,10121,0,104878
1719,1,30,30대,0,0,0,0,0,0,1,0,0,0,0,0,0,38,5537,4,0,9270,9270,13,22100.0,287300,296570,713,0,22813
1720,0,61,60대,1,0,0,1,10,1,0,0,0,1,1,20,0,66,4719,4,0,15140,529630,47,84687.23404255319,3980300,4509930,11268,0,95955
1721,0,30,30대,0,0,0,0,0,0,0,0,0,1,1,59,0,68,4025,3,0,55370,2433790,56,118200.0,6619200,9052990,43460,0,161660
1722,1,23,20대,0,0,0,1,1,0,0,1,0,1,1,27,0,33,4051,4,0,0,0,49,52777.551020408166,2586100,2586100,0,0,52777
1723,1,55,50대,1,1,2,0,0,0,0,1,1,0,1,19,0,36,6354,3,0,21810,1413970,77,72732.46753246753,5600400,7014370,18363,0,91095
1724,1,57,50대,1,0,0,1,6,0,2,1,1,1,1,25,0,35,5631,3,0,16390,966040,71,77716.9014084507,5517900,6483940,13606,0,91323
1725,1,34,30대,0,0,0,0,0,1,0,0,0,0,1,8,0,62,2854,4,0,0,0,34,58894.117647058825,2002400,2002400,0,0,58894
1726,0,61,60대,0,1,1,0,0,1,0,1,1,1,1,21,0,53,2706,3,0,22710,22710,13,80569.23076923077,1047400,1070110,1746,0,82316
1727,0,45,40대,1,0,0,1,9,0,0,0,1,0,1,9,0,78,4778,4,0,0,0,66,36778.78787878788,2427400,2427400,0,0,36778
1728,0,48,40대,0,0,0,0,0,1,0,1,1,0,1,19,0,26,2827,4,0,50290,2210050,56,130785.71428571428,7324000,9534050,39465,0,170250
1729,1,52,50대,1,1,1,1,4,0,1,0,0,0,0,0,0,42,5874,4,0,28360,169840,18,23088.88888888889,415600,585440,9435,0,32524
1730,1,63,60대,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4934,4,0,42940,2144180,62,23638.70967741936,1465600,3609780,34583,0,58222
1731,0,44,40대,0,0,0,0,0,0,1,0,0,0,0,0,0,66,2823,4,0,50850,661500,25,22596.0,564900,1226400,26460,0,49056
1732,0,36,30대,0,0,0,0,0,0,0,0,0,0,1,18,1,69,3503,2,0,0,0,3,28525.0,114100,114100,0,0,38033
1733,1,47,40대,0,0,0,0,0,0,1,0,0,0,0,0,0,72,5774,3,0,49830,49830,13,23330.76923076923,303300,353130,3833,0,27163
1734,0,48,40대,0,1,1,0,0,0,1,0,0,0,0,0,0,79,4052,3,0,36500,984910,39,23864.102564102563,930700,1915610,25254,0,49118
1735,0,36,30대,1,1,3,1,4,0,1,1,1,1,0,57,0,61,5737,3,79100,32210,2284180,83,129218.07228915664,10725100,13088380,27520,953,157691
1736,0,57,50대,1,0,0,1,1,0,0,0,0,0,1,19,0,51,4612,3,0,50850,711110,26,53353.84615384616,1387200,2098310,27350,0,80704
1737,0,20,20대,0,0,0,0,0,1,0,0,1,0,1,76,0,72,2025,4,0,21920,678900,43,120818.6046511628,5195200,5874100,15788,0,136606
1738,1,32,30대,1,0,0,0,0,1,0,1,1,1,1,15,0,36,4382,3,0,32320,645680,32,115050.0,3681600,4327280,20177,0,135227
1739,1,54,50대,0,0,0,0,0,0,0,0,0,0,1,17,0,26,5706,4,0,7460,88930,24,51629.16666666666,1239100,1328030,3705,0,55334
1740,0,62,60대,0,1,3,0,0,0,1,1,1,1,1,57,0,30,4288,4,0,0,0,52,48405.769230769234,2517100,2517100,0,0,48405
1741,0,47,40대,0,0,0,0,0,1,1,0,1,0,1,14,1,93,4667,1,0,0,0,6,36771.42857142857,257400,257400,0,0,42900
1742,0,54,50대,1,1,2,1,10,1,1,0,0,0,0,0,0,29,5027,4,0,43840,3160050,84,23316.666666666668,1958600,5118650,37619,0,60936
1743,0,32,30대,0,0,0,0,0,0,1,0,0,1,1,17,0,45,5289,3,0,55600,55600,13,67553.84615384616,878200,933800,4276,0,71830
1744,1,46,40대,0,0,0,0,0,1,1,0,0,0,1,19,1,89,3600,1,0,14240,56840,4,87560.0,437800,494640,14210,0,123660
1745,1,32,30대,0,0,0,0,0,1,0,0,0,0,0,19,1,79,2756,3,11300,31300,31300,1,98100.0,196200,238800,31300,11300,238800
1746,0,47,40대,1,0,0,1,4,1,0,0,1,1,1,20,0,26,4222,4,0,7460,476630,76,89381.57894736843,6793000,7269630,6271,0,95653
1747,1,24,20대,0,0,0,0,0,1,0,0,0,0,1,47,1,96,3682,2,0,34470,414150,12,118753.84615384616,1543800,1957950,34512,0,163162
1748,0,25,20대,0,0,0,0,0,1,0,0,0,0,0,59,1,88,3591,2,56500,24410,97750,4,98320.0,491600,645850,24437,14125,161462
1749,0,68,60대,1,0,0,1,7,1,0,1,1,0,0,19,0,64,5775,3,158200,34580,2454250,83,126192.77108433736,10474000,13086450,29569,1906,157668
1750,0,42,40대,0,0,0,0,0,0,1,0,0,0,0,0,0,27,6036,3,0,44070,2817540,76,22915.78947368421,1741600,4559140,37072,0,59988
1751,0,54,50대,1,0,0,1,1,1,0,1,1,0,1,21,0,75,4959,3,0,21580,712580,45,85566.66666666667,3850500,4563080,15835,0,101401
1752,1,34,30대,0,0,0,0,0,1,2,0,0,0,1,6,1,96,3208,3,0,2490,2490,1,79850.0,159700,162190,2490,0,162190
1753,1,35,30대,1,0,0,1,9,0,1,0,0,0,0,0,0,56,5867,3,0,13330,39890,15,23706.666666666668,355600,395490,2659,0,26366
1754,1,23,20대,0,0,0,0,0,1,0,0,0,0,1,26,0,47,5596,3,0,22490,1572510,82,119456.0975609756,9795400,11367910,19176,0,138633
1755,1,21,20대,0,0,0,0,0,1,0,0,1,0,1,42,0,30,5528,3,0,0,0,63,59069.84126984127,3721400,3721400,0,0,59069
1756,0,55,50대,1,1,3,1,1,1,0,0,0,0,1,57,1,69,5691,3,0,9720,38760,4,57760.0,288800,327560,9690,0,81890
1757,0,48,40대,1,1,2,1,6,1,1,0,0,0,0,0,0,70,4890,5,0,6220,414940,79,23065.822784810127,1822200,2237140,5252,0,28318
1758,1,40,40대,1,1,3,1,3,0,1,1,0,1,1,57,0,77,4967,4,0,15930,1084240,80,131453.75,10516300,11600540,13553,0,145006
1759,1,49,40대,1,0,0,1,4,0,0,0,0,0,0,0,0,21,4671,4,0,10060,624210,74,28116.216216216217,2080600,2704810,8435,0,36551
1760,0,71,70대,1,0,0,1,6,1,1,0,0,1,1,14,1,72,4512,2,0,56390,3717810,66,116920.89552238806,7833700,11551510,56330,0,175022
1761,0,71,70대,1,0,0,1,1,1,0,1,0,1,0,6,1,77,5271,1,113000,24520,1297810,53,70370.37037037036,3800000,5210810,24486,2132,98317
1762,1,68,60대,0,0,0,0,0,1,0,0,0,0,1,10,1,74,2151,2,0,51750,51750,1,78650.0,157300,209050,51750,0,209050
1763,0,26,20대,1,0,0,1,4,1,0,0,1,0,1,76,1,97,3955,2,0,0,0,4,58620.0,293100,293100,0,0,73275
1764,0,34,30대,0,0,0,0,0,1,1,1,1,0,1,12,0,53,5044,3,0,34240,2189150,76,99230.26315789472,7541500,9730650,28804,0,128034
1765,1,61,60대,1,0,0,1,2,1,2,0,0,0,1,7,0,39,4047,4,0,3050,9040,15,52400.0,786000,795040,602,0,53002
1766,0,73,70대,0,0,0,0,0,1,0,1,1,0,1,20,0,68,5372,3,0,0,0,83,65804.81927710843,5461800,5461800,0,0,65804
1767,0,59,50대,0,0,0,0,0,1,1,0,0,0,0,0,0,65,3007,4,0,10850,21700,14,23464.285714285717,328500,350200,1550,0,25014
1768,0,35,30대,0,0,0,0,0,1,0,0,0,1,1,29,1,100,2518,1,0,27910,754160,27,92135.71428571428,2579800,3333960,27931,0,123480
1769,0,68,60대,0,0,0,0,0,1,0,0,0,0,0,6,1,74,5095,3,33900,13790,123850,9,99970.0,999700,1157450,13761,3766,128605
1770,1,26,20대,1,1,2,1,8,0,0,0,0,0,0,0,0,57,5272,5,0,48030,1729350,48,24943.75,1197300,2926650,36028,0,60971
1771,0,22,20대,0,0,0,0,0,1,0,0,1,0,1,69,1,99,5267,3,0,13670,95370,7,110287.5,882300,977670,13624,0,139667
